회사명,거래소코드,회계년도,[제조]이자보상배율(이자비용)(IFRS),[제조]* (정상)영업손익(보고서기재)(IFRS),[제조]   이자비용(IFRS),[제조]이자보상배율(이자비용)(IFRS연결),[제조]* (정상)영업손익(보고서기재)(IFRS연결),[제조]   이자비용(IFRS연결)
(주)로보로보,215100,2015/12,,,,,,
(주)로보로보,215100,2016/12,,,,,,
(주)로보로보,215100,2017/12,171.01,1745005,10204,164.64,1754203,10655
(주)로보로보,215100,2018/12,69.57,2715663,39033,69.61,2734518,39286
(주)로보로보,215100,2019/12,277.45,572099,2062,3.56,116190,32595
(주)로보로보,215100,2020/12,-767.96,-1578931,2056,-239.05,-2558792,10704
(주)로보스타,090360,2010/12,9.74,7579423,778220,9.27,7887858,851237
(주)로보스타,090360,2011/12,6.14,5859025,954460,5.98,6117576,1022524
(주)로보스타,090360,2012/12,-5.49,-3233587,588666,-4.1,-2726855,665285
(주)로보스타,090360,2013/12,3.15,1936448,614062,2.79,2056762,737412
(주)로보스타,090360,2014/12,4.46,2296709,515382,3.04,2009791,661722
(주)로보스타,090360,2015/12,29.59,10314350,348626,21.37,9978172,467015
(주)로보스타,090360,2016/12,15.67,6647436,424178,15.92,6752790,424178
(주)로보스타,090360,2017/12,29.41,10721470,364496,28.7,10461861,364496
(주)로보스타,090360,2018/12,6.25,2094289,335183,6.69,2242546,335183
(주)로보스타,090360,2019/12,-92.17,-6054005,65681,-104.9,-6889907,65681
(주)로보스타,090360,2020/12,-263.4,-11477540,43575,-274.51,-11961705,43575
(주)로보티즈,108490,2012/12,,2393693,280300,,2271287,280300
(주)로보티즈,108490,2013/12,8.61,1637951,190264,8.23,1565700,190264
(주)로보티즈,108490,2014/12,2.58,529368,205486,,,
(주)로보티즈,108490,2015/12,9.32,1589243,170547,,,
(주)로보티즈,108490,2016/12,17.6,2108798,119839,,,
(주)로보티즈,108490,2017/12,999999999,1418544,0,,,
(주)로보티즈,108490,2018/12,42.55,2738073,64352,27.2,1750453,64352
(주)로보티즈,108490,2019/12,86.19,1165413,13522,59.93,1681774,28063
(주)로보티즈,108490,2020/12,-87.16,-2374491,27242,-52.72,-1764339,33469
(주)로지시스,067730,2010/12,,,,,,
(주)로지시스,067730,2011/12,,,,,,
(주)로지시스,067730,2012/12,,,,,,
(주)로지시스,067730,2013/12,999999999,1937461,0,,,
(주)로지시스,067730,2014/12,999999999,1914417,0,,,
(주)로지시스,067730,2015/12,999999999,501515,0,,,
(주)로지시스,067730,2016/12,999999999,511870,0,,,
(주)로지시스,067730,2017/12,999999999,627402,0,,,
(주)로지시스,067730,2018/12,999999999,724996,0,,,
(주)로지시스,067730,2019/12,17.08,435804,25509,,,
(주)로지시스,067730,2020/12,23.87,407999,17089,,,
(주)루닛,328130,2019/12,,-11594851,1747224,,-11598330,1747224
(주)루닛,328130,2020/12,-6.31,-20942737,3321196,-6.31,-20950548,3321196
(주)루멘스,038060,2010/12,8.47,27441063,3238564,5.24,21599083,4120618
(주)루멘스,038060,2011/12,4.36,16124606,3697004,5.56,26397908,4745017
(주)루멘스,038060,2012/12,6.95,26051670,3750633,6.43,31570292,4912794
(주)루멘스,038060,2013/12,46.54,50808916,1091615,26.31,52502668,1995347
(주)루멘스,038060,2014/12,29.97,17916233,597724,21.56,20077720,931065
(주)루멘스,038060,2015/12,2.91,1578522,542229,6.33,6144903,970803
(주)루멘스,038060,2016/12,1.6,1261035,786073,3.9,5244862,1346001
(주)루멘스,038060,2017/12,-16.91,-14677383,868094,-4.5,-9209649,2047812
(주)루멘스,038060,2018/12,-15.12,-21385470,1414368,-6.92,-20383165,2946146
(주)루멘스,038060,2019/12,-17.9,-40081159,2239768,-9.58,-39217867,4094386
(주)루멘스,038060,2020/12,-1.68,-2684981,1596271,-4.09,-13700987,3352963
(주)루트로닉,085370,2010/12,4.16,2228628,535122,3.84,2234869,581528
(주)루트로닉,085370,2011/12,2.79,2296854,823788,-2.06,-1818783,882543
(주)루트로닉,085370,2012/12,1.2,826254,687840,0.05,35389,727118
(주)루트로닉,085370,2013/12,1.8,1683142,932581,1.09,1055410,971229
(주)루트로닉,085370,2014/12,6.73,6171058,917176,2.85,2785194,977672
(주)루트로닉,085370,2015/12,10.07,7983545,792604,5.92,5266823,889801
(주)루트로닉,085370,2016/12,20.05,14316832,713909,7.95,6674118,839026
(주)루트로닉,085370,2017/12,9.59,7483688,780175,-2.99,-2825953,946203
(주)루트로닉,085370,2018/12,2.68,3062729,1141761,-9.23,-12366512,1339135
(주)루트로닉,085370,2019/12,3.59,5365301,1493102,-4.97,-8476926,1704180
(주)루트로닉,085370,2020/12,-2.56,-3389344,1322011,4.24,6210149,1465564
(주)룩손에너지홀딩스,033550,2010/12,-1.01,-1718912,1709856,-0.74,-2030541,2746058
(주)룩손에너지홀딩스,033550,2011/12,2.2,4507762,2049607,0.82,2417992,2940861
(주)룩손에너지홀딩스,033550,2012/12,0.14,435250,3027522,-1.31,-4557366,3483729
(주)룽투코리아,060240,2010/12,-20.73,-7143468,344632,-18.9,-6962587,368314
(주)룽투코리아,060240,2011/12,-13.45,-4966246,369161,-18.61,-7607049,408815
(주)룽투코리아,060240,2012/12,4.09,971899,237590,3.67,985840,268878
(주)룽투코리아,060240,2013/12,-4.34,-485672,111783,-5.79,-1142541,197361
(주)룽투코리아,060240,2014/12,999999999,-1765665,0,-9.97,-2186333,219363
(주)룽투코리아,060240,2015/12,-10,-2711837,271112,-9.38,-2561864,273113
(주)룽투코리아,060240,2016/12,1.34,3562273,2660386,2.15,6785571,3162851
(주)룽투코리아,060240,2017/12,0.16,115470,730071,-0.04,-43830,1059870
(주)룽투코리아,060240,2018/12,11.57,1679210,145099,4.55,3676450,807251
(주)룽투코리아,060240,2019/12,-4.04,-1036570,256433,-11.55,-3098015,268125
(주)룽투코리아,060240,2020/12,178.66,2142770,11994,11.98,194947,16271
(주)리노스,039980,2010/12,999999999,7565564,0,,,
(주)리노스,039980,2011/12,999999999,7616009,0,,,
(주)리노스,039980,2012/12,999999999,7806403,0,,,
(주)리노스,039980,2013/12,47.49,4340611,91397,,,
(주)리노스,039980,2014/12,23.44,6588006,281063,30.66,8628174,281383
(주)리노스,039980,2015/12,42.51,7137162,167913,,,
(주)리노스,039980,2016/12,18.4,4307168,234096,16.28,4112642,252606
(주)리노스,039980,2017/12,12.51,3540541,283006,12.19,3840326,315068
(주)리노스,039980,2018/12,9.47,1634796,172684,9.37,1617419,172684
(주)리노스,039980,2019/12,0.2,61305,313362,-1.02,-320792,313362
(주)리노스,039980,2020/12,-24.04,-5808406,241623,-25.61,-6189068,241623
(주)리더스코스메틱,016100,2010/12,663.9,510543,769,,,
(주)리더스코스메틱,016100,2011/12,6.86,352907,51475,,,
(주)리더스코스메틱,016100,2012/12,1.12,780501,695215,,,
(주)리더스코스메틱,016100,2013/12,0.75,587072,787560,2.21,2207982,1001035
(주)리더스코스메틱,016100,2014/12,42.49,19455279,457885,35.86,22147754,617543
(주)리더스코스메틱,016100,2015/12,48.49,31615447,651940,43.2,34435499,797096
(주)리더스코스메틱,016100,2016/12,11.68,16300282,1395575,13.26,19441286,1465704
(주)리더스코스메틱,016100,2017/12,1.2,1904942,1581828,-0.16,-256037,1616613
(주)리더스코스메틱,016100,2018/12,-2.76,-7333152,2652920,-5.07,-13630276,2686130
(주)리더스코스메틱,016100,2019/12,-8.77,-26387212,3007288,-8.58,-27824270,3243731
(주)리더스코스메틱,016100,2020/12,-3.56,-10377948,2918491,-3.63,-11683480,3216649
(주)리드,197210,2011/12,,,,,,
(주)리드,197210,2012/12,,,,,,
(주)리드,197210,2013/12,2.99,3255568,1090106,,,
(주)리드,197210,2014/12,3.4,1729192,509217,3.26,1659684,509217
(주)리드,197210,2015/12,5.95,1704087,286186,5.84,1670449,286212
(주)리드,197210,2016/12,2.98,686416,230004,2.8,644548,230097
(주)리드,197210,2017/12,-6.83,-10003913,1465231,-7.09,-10388490,1465231
(주)리드,197210,2018/12,0.54,2407393,4419092,-0.21,-954092,4443392
(주)리드,197210,2019/12,-1.06,-5777279,5463076,-1.19,-6612441,5551027
(주)리드코프,012700,2010/12,999999999,24666581,0,999999999,24666581,0
(주)리드코프,012700,2011/12,999999999,31994561,0,999999999,31800995,0
(주)리드코프,012700,2012/12,999999999,34787084,0,999999999,36877888,0
(주)리드코프,012700,2013/12,999999999,39839308,0,999999999,45280593,0
(주)리드코프,012700,2014/12,999999999,43293226,0,999999999,49916159,0
(주)리드코프,012700,2015/12,999999999,44234941,0,999999999,53062308,0
(주)리드코프,012700,2016/12,999999999,41679166,0,999999999,51092878,0
(주)리드코프,012700,2017/12,999999999,38735373,0,999999999,47314284,0
(주)리드코프,012700,2018/12,999999999,34413940,0,999999999,44888465,0
(주)리드코프,012700,2019/12,14.51,40506194,2791564,19.3,53883905,2791564
(주)리드코프,012700,2020/12,20.3,41088748,2023843,29.69,60086162,2023843
(주)리메드,302550,2016/12,,,,,,
(주)리메드,302550,2017/12,,,,,,
(주)리메드,302550,2018/12,-5.34,-836184,156553,,,
(주)리메드,302550,2019/12,29.08,4287510,147443,,,
(주)리메드,302550,2020/12,4.31,1792246,415978,4.05,1683851,416034
(주)리파인,377450,2016/12,,,,,,
(주)리파인,377450,2017/12,,,,,,
(주)리파인,377450,2018/12,,,,,,
(주)리파인,377450,2019/12,,,,,,
(주)리파인,377450,2020/12,1250.1,20232921,16185,1250.1,20232921,16185
(주)링네트,042500,2010/12,6.13,3100865,505885,6.43,3261428,507330
(주)링네트,042500,2011/12,9.06,3691949,407508,9.45,3853010,407590
(주)링네트,042500,2012/12,14.51,4068325,280406,14.61,4097252,280406
(주)링네트,042500,2013/12,27.62,5606750,202965,27.95,5673382,202965
(주)링네트,042500,2014/12,74.05,5862021,79167,77.03,6098268,79167
(주)링네트,042500,2015/12,81.15,3750728,46221,76.68,4075783,53156
(주)링네트,042500,2016/12,220.31,4526623,20546,166.48,4683172,28131
(주)링네트,042500,2017/12,455.87,5190501,11386,205.22,5202413,25351
(주)링네트,042500,2018/12,33.69,3829649,113681,32.38,4069975,125688
(주)링네트,042500,2019/12,29.22,7211229,246788,25.4,7023527,276474
(주)링네트,042500,2020/12,45.94,6959077,151476,40.11,7352789,183334
(주)링크제니시스,219420,2014/12,,,,,,
(주)링크제니시스,219420,2015/12,11.35,1030310,90748,11.56,1048721,90748
(주)링크제니시스,219420,2016/12,16.07,1687973,105045,15.73,1652305,105045
(주)링크제니시스,219420,2017/12,57.1,3557735,62303,56.47,3518220,62303
(주)링크제니시스,219420,2018/12,181.42,2501937,13791,170.16,2346693,13791
(주)링크제니시스,219420,2019/12,128.61,1341682,10432,73.98,1030927,13936
(주)링크제니시스,219420,2020/12,65.36,3242167,49608,50.93,2813161,55239
(주)마니커에프앤지,195500,2010/12,,,,,,
(주)마니커에프앤지,195500,2011/12,,,,,,
(주)마니커에프앤지,195500,2012/12,,,,,,
(주)마니커에프앤지,195500,2013/12,,,,,,
(주)마니커에프앤지,195500,2014/12,,,,,,
(주)마니커에프앤지,195500,2015/12,,,,,,
(주)마니커에프앤지,195500,2016/12,,,,,,
(주)마니커에프앤지,195500,2017/12,3.46,2278057,658389,,,
(주)마니커에프앤지,195500,2018/12,9.5,6216764,654509,,,
(주)마니커에프앤지,195500,2019/12,8.66,4373751,505183,,,
(주)마니커에프앤지,195500,2020/12,6.28,3702176,589219,,,
(주)마이스코,088700,2010/12,-3.83,-17541526,4575848,,,
(주)마이스코,088700,2011/12,-0.76,-5657296,7471666,,,
(주)마이스코,088700,2012/12,-1.88,-16591691,8825718,,,
(주)마이크로디지탈,305090,2017/12,,492741,137682,,,
(주)마이크로디지탈,305090,2018/12,-8.96,-1226974,136992,,,
(주)마이크로디지탈,305090,2019/12,-103.17,-6371186,61756,,,
(주)마이크로디지탈,305090,2020/12,-72.66,-10510885,144666,,,
(주)마이크로컨텍솔루션,098120,2010/12,113.47,2460678,21685,,,
(주)마이크로컨텍솔루션,098120,2011/12,363.23,5708843,15717,,,
(주)마이크로컨텍솔루션,098120,2012/12,536.73,5759643,10731,536.17,5753652,10731
(주)마이크로컨텍솔루션,098120,2013/12,519.59,5987231,11523,301.28,5944040,19729
(주)마이크로컨텍솔루션,098120,2014/12,886.95,10713461,12079,259.53,10445107,40247
(주)마이크로컨텍솔루션,098120,2015/12,731.37,4577669,6259,166.99,4060177,24314
(주)마이크로컨텍솔루션,098120,2016/12,44.85,367532,8195,-36.86,-647163,17555
(주)마이크로컨텍솔루션,098120,2017/12,-17,-212430,12499,-119.78,-1785617,14907
(주)마이크로컨텍솔루션,098120,2018/12,-187.2,-2371423,12668,-266.82,-3535073,13249
(주)마이크로컨텍솔루션,098120,2019/12,60.28,779701,12935,51.92,671642,12935
(주)마이크로컨텍솔루션,098120,2020/12,69.26,1586191,22901,72.23,1654133,22901
(주)마이크로프랜드,147760,2010/12,,,,,,
(주)마이크로프랜드,147760,2011/12,,,,,,
(주)마이크로프랜드,147760,2012/12,,,,,,
(주)마이크로프랜드,147760,2013/12,1.59,5283216,3328861,,,
(주)마이크로프랜드,147760,2014/12,2.51,7564880,3013351,,,
(주)마이크로프랜드,147760,2015/12,14.01,2496762,178276,,,
(주)마이크로프랜드,147760,2016/12,45.53,5408191,118777,,,
(주)마이크로프랜드,147760,2017/12,96.88,6302635,65059,,,
(주)마이크로프랜드,147760,2018/12,-44.06,-3067390,69617,,,
(주)마이크로프랜드,147760,2019/12,-12.4,-2765560,223051,,,
(주)마이크로프랜드,147760,2020/12,29.67,4936766,166379,,,
(주)마인즈랩,377480,2017/12,,,,,,
(주)마인즈랩,377480,2018/12,,,,,,
(주)마인즈랩,377480,2019/12,,,,,,
(주)마인즈랩,377480,2020/12,-88.14,-3584248,40666,-59.48,-4051575,68119
(주)마크로젠,038290,2010/12,1.32,1675299,1272379,1.31,1670397,1272379
(주)마크로젠,038290,2011/12,60.89,2683210,44065,99.05,4364447,44065
(주)마크로젠,038290,2012/12,4.04,5358807,1327068,3.91,5187527,1327068
(주)마크로젠,038290,2013/12,2.84,4414083,1556798,2.29,3567625,1556798
(주)마크로젠,038290,2014/12,10.07,3417736,339536,7.7,2600560,337791
(주)마크로젠,038290,2015/12,6.18,4642423,750666,4.99,4166608,834848
(주)마크로젠,038290,2016/12,4.73,3597304,761039,1.61,3141294,1948243
(주)마크로젠,038290,2017/12,3.71,2583160,696870,1.4,3019234,2164241
(주)마크로젠,038290,2018/12,999999999,4739553,0,1.25,2102736,1678660
(주)마크로젠,038290,2019/12,8,3538049,442292,0.3,719925,2380670
(주)마크로젠,038290,2020/12,5.2,3889945,748438,8.99,7161768,796399
(주)맘스터치앤컴퍼니,220630,2015/12,,,,,,
(주)맘스터치앤컴퍼니,220630,2016/12,73.85,17257002,233686,72.07,16895967,234430
(주)맘스터치앤컴퍼니,220630,2017/12,20.99,14525830,691993,22.34,15461425,691993
(주)맘스터치앤컴퍼니,220630,2018/12,17.75,23081050,1300207,17.31,23078628,1332901
(주)맘스터치앤컴퍼니,220630,2019/12,64.56,21676864,335778,45.28,18969713,418943
(주)맘스터치앤컴퍼니,220630,2020/12,269.28,28356580,105306,216.6,26269642,121280
(주)매직마이크로,127160,2010/12,,,,,,
(주)매직마이크로,127160,2011/12,,,,,,
(주)매직마이크로,127160,2012/12,,,,,,
(주)매직마이크로,127160,2013/12,,,,,,
(주)매직마이크로,127160,2014/12,,,,,,
(주)매직마이크로,127160,2015/12,1.59,807711,506473,-1.22,-1177541,966065
(주)매직마이크로,127160,2016/12,-9.53,-4179566,438701,-4.36,-6109976,1402208
(주)매직마이크로,127160,2017/12,-0.46,-366395,788754,-1.99,-3384794,1702010
(주)매직마이크로,127160,2018/12,0.09,198537,2291161,0.12,398036,3223157
(주)매직마이크로,127160,2019/12,-1.34,-5339952,3974507,-1.82,-8471761,4663091
(주)매직마이크로,127160,2020/12,-2.11,-8133219,3848539,-2.97,-13000203,4375609
(주)매커스,093520,2010/12,11.99,4080485,340315,12.11,4037762,333386
(주)매커스,093520,2011/12,21.23,5012228,236077,15.03,3547440,236077
(주)매커스,093520,2012/12,15.07,3946748,261891,16.04,4199618,261891
(주)매커스,093520,2013/12,34.56,5923686,171382,34.34,5884968,171382
(주)매커스,093520,2014/12,29.06,7422314,255441,28,7212114,257580
(주)매커스,093520,2015/12,30.6,7206481,235521,25.98,6730889,259036
(주)매커스,093520,2016/12,31.38,6308539,201025,13.45,3489840,259400
(주)매커스,093520,2017/12,58.18,10454267,179703,39.96,10986360,274924
(주)매커스,093520,2018/12,48.61,12943025,266250,39.88,12947921,324697
(주)매커스,093520,2019/12,55.97,6045156,108010,34.83,5948930,170791
(주)매커스,093520,2020/12,88.19,9328942,105777,59.35,9461969,159430
(주)맥스로텍,141070,2010/12,2.08,3141742,1513486,,,
(주)맥스로텍,141070,2011/12,3.2,6890460,2153250,,,
(주)맥스로텍,141070,2012/12,3.05,4504044,1477752,,,
(주)맥스로텍,141070,2013/12,-0.6,-774936,1301702,,,
(주)맥스로텍,141070,2014/12,2.42,3183402,1316504,,,
(주)맥스로텍,141070,2015/12,-3.17,-5631686,1774141,,,
(주)맥스로텍,141070,2016/12,-2.14,-3509884,1640514,,,
(주)맥스로텍,141070,2017/12,0.62,1264956,2035291,,,
(주)맥스로텍,141070,2018/12,1.51,3726495,2469732,,,
(주)맥스로텍,141070,2019/12,-4.24,-8517556,2008777,,,
(주)맥스로텍,141070,2020/12,-20.5,-18177359,886734,,,
(주)맥스브로,088810,2010/12,-61.58,-11117198,180543,,,
(주)맥스트,377030,2020/12,,-2515364,16998,,,
(주)머큐리,100590,2010/12,-3.05,-1929484,631965,,,
(주)머큐리,100590,2011/12,-2.22,-1413536,637142,,,
(주)머큐리,100590,2012/12,1.52,920267,607027,,,
(주)머큐리,100590,2013/12,4.37,2786182,637884,,,
(주)머큐리,100590,2014/12,3.01,1459305,485181,,,
(주)머큐리,100590,2015/12,-5.06,-1093235,215926,,,
(주)머큐리,100590,2016/12,8.18,2544335,310967,,,
(주)머큐리,100590,2017/12,20.27,7545051,372165,,,
(주)머큐리,100590,2018/12,26.34,10153711,385462,,,
(주)머큐리,100590,2019/12,10.14,2103746,207465,,,
(주)머큐리,100590,2020/12,3.25,3356756,1031360,,,
(주)멀티캠퍼스,067280,2010/12,999999999,3169416,0,,,
(주)멀티캠퍼스,067280,2011/12,999999999,3820746,0,,,
(주)멀티캠퍼스,067280,2012/12,999999999,4725109,0,999999999,4660787,0
(주)멀티캠퍼스,067280,2013/12,999999999,5340304,0,999999999,6061501,0
(주)멀티캠퍼스,067280,2014/12,999999999,11789322,0,999999999,11729238,0
(주)멀티캠퍼스,067280,2015/12,999999999,11132875,0,999999999,11941341,0
(주)멀티캠퍼스,067280,2016/12,999999999,17170075,0,999999999,17830239,0
(주)멀티캠퍼스,067280,2017/12,999999999,14176577,0,999999999,15107677,0
(주)멀티캠퍼스,067280,2018/12,999999999,20700882,0,999999999,21830440,0
(주)멀티캠퍼스,067280,2019/12,27.37,22516356,822561,28.65,24178088,843937
(주)멀티캠퍼스,067280,2020/12,20.36,13903405,682884,18.55,13721746,739543
(주)메드팩토,235980,2018/12,,-10162029,432033,,,
(주)메드팩토,235980,2019/12,-53.6,-13238449,246997,,,
(주)메드팩토,235980,2020/12,-888.98,-27799946,31272,,,
(주)메디아나,041920,2010/12,,,,,,
(주)메디아나,041920,2011/12,,,,,,
(주)메디아나,041920,2012/12,,,,,,
(주)메디아나,041920,2013/12,13.25,3566720,269171,14.33,3706829,258764
(주)메디아나,041920,2014/12,22.19,4298197,193667,22.08,4276428,193667
(주)메디아나,041920,2015/12,219.67,7883333,35887,220.8,7923780,35887
(주)메디아나,041920,2016/12,999999999,8753884,0,313.8,8574930,27326
(주)메디아나,041920,2017/12,999999999,6217786,0,178.23,6181919,34685
(주)메디아나,041920,2018/12,313.42,3735645,11919,73.36,3474699,47362
(주)메디아나,041920,2019/12,828.55,7659970,9245,926.36,7701724,8314
(주)메디아나,041920,2020/12,1405.53,15472053,11008,1422.17,15655288,11008
(주)메디콕스,054180,2010/06,1.18,2457789,2086311,,,
(주)메디콕스,054180,2011/06,1.19,2395496,2020583,,,
(주)메디콕스,054180,2012/06,-2.28,-4241121,1856688,,,
(주)메디콕스,054180,2013/06,1.57,2346052,1492582,,,
(주)메디콕스,054180,2014/06,2.24,2473553,1105067,,,
(주)메디콕스,054180,2015/06,1.47,1232439,836553,,,
(주)메디콕스,054180,2016/06,2.52,1877132,745803,,,
(주)메디콕스,054180,2017/06,-0.24,-237932,1000688,,,
(주)메디콕스,054180,2018/06,-0.62,-862807,1387801,,,
(주)메디콕스,054180,2019/06,0.49,628282,1281328,-0.38,-488876,1285192
(주)메디콕스,054180,2020/12,-2.32,-4294897,1848719,-2.34,-4334769,1848860
(주)메디톡스,086900,2010/12,88.65,10696978,120669,,,
(주)메디톡스,086900,2011/12,32.68,7948960,243213,,,
(주)메디톡스,086900,2012/12,98.18,17034630,173498,,,
(주)메디톡스,086900,2013/12,84.05,13956622,166043,100.91,16755930,166043
(주)메디톡스,086900,2014/12,456.92,48330848,105776,472.3,49957666,105776
(주)메디톡스,086900,2015/12,460.87,48798121,105882,487.92,51662322,105882
(주)메디톡스,086900,2016/12,79.47,72995596,918531,81.83,75171895,918655
(주)메디톡스,086900,2017/12,41.74,86061194,2061987,43.71,90159568,2062903
(주)메디톡스,086900,2018/12,41.21,77052944,1869965,45.72,85485442,1869964
(주)메디톡스,086900,2019/12,9.31,17982360,1930914,12.34,25688754,2080951
(주)메디톡스,086900,2020/12,-9.15,-36062589,3941910,-8.88,-37069535,4176207
(주)메디프론디비티,065650,2010/12,-1.53,-864848,567094,,,
(주)메디프론디비티,065650,2011/12,2.96,681143,230269,,,
(주)메디프론디비티,065650,2012/12,999999999,-2184762,0,,,
(주)메디프론디비티,065650,2013/12,999999999,-1641837,0,,,
(주)메디프론디비티,065650,2014/12,999999999,-2631219,0,,,
(주)메디프론디비티,065650,2015/12,0.81,252734,311136,,,
(주)메디프론디비티,065650,2016/12,-2.56,-495966,194050,,,
(주)메디프론디비티,065650,2017/12,999999999,480995,0,,,
(주)메디프론디비티,065650,2018/12,999999999,-1570272,0,,,
(주)메디프론디비티,065650,2019/12,-1812.66,-2161742,1193,,,
(주)메디프론디비티,065650,2020/12,-1.39,-2164891,1560611,-1.39,-2164891,1560611
(주)메지온,140410,2010/12,999999999,17644354,0,,,
(주)메지온,140410,2011/12,999999999,2793527,0,,,
(주)메지온,140410,2012/12,999999999,1680498,0,,,
(주)메지온,140410,2013/12,999999999,-2472531,0,,,
(주)메지온,140410,2014/12,999999999,-4916395,0,,,
(주)메지온,140410,2015/12,-1.9,-2733008,1437129,,,
(주)메지온,140410,2016/12,0.89,3283997,3689192,-1.96,-7220098,3689192
(주)메지온,140410,2017/12,-1.18,-3256843,2770896,-6.08,-16846232,2770896
(주)메지온,140410,2018/12,-9.92,-5437285,548072,-40.01,-21925916,548072
(주)메지온,140410,2019/12,-25.43,-5578085,219377,-77.58,-24658887,317842
(주)메지온,140410,2020/12,1.84,448120,244012,-23.52,-7530525,320208
(주)메카로,241770,2011/12,,,,,,
(주)메카로,241770,2012/12,,,,,,
(주)메카로,241770,2013/12,,,,,,
(주)메카로,241770,2014/12,1.04,614157,589736,,,
(주)메카로,241770,2015/12,17.59,5593829,318084,,,
(주)메카로,241770,2016/12,10.78,3098844,287429,,,
(주)메카로,241770,2017/12,150.03,43388489,289198,,,
(주)메카로,241770,2018/12,999999999,33741806,0,999999999,33825845,0
(주)메카로,241770,2019/12,394.03,9772810,24802,292.36,8560966,29282
(주)메카로,241770,2020/12,248.72,6114552,24584,2.66,146870,55258
(주)메타바이오메드,059210,2010/12,5.04,3019349,598781,3.18,2065294,650314
(주)메타바이오메드,059210,2011/12,6.52,3562864,546754,4.54,3002297,661449
(주)메타바이오메드,059210,2012/12,4.27,3838166,899027,2.56,4510532,1760374
(주)메타바이오메드,059210,2013/12,2.05,3830264,1869303,1.36,4501191,3310718
(주)메타바이오메드,059210,2014/12,1.16,2114982,1819186,-0.05,-155149,3156335
(주)메타바이오메드,059210,2015/12,4.98,6365945,1278810,3.29,7150647,2176099
(주)메타바이오메드,059210,2016/12,7.93,5163936,651253,2.69,4021036,1493884
(주)메타바이오메드,059210,2017/12,8.85,6799409,768107,1.3,2333382,1788068
(주)메타바이오메드,059210,2018/12,3.93,3868711,983835,-1.44,-2300293,1601339
(주)메타바이오메드,059210,2019/12,4.27,4428394,1037601,4.83,5752793,1190037
(주)메타바이오메드,059210,2020/12,3.22,3080952,958172,1.81,1998151,1104716
(주)멕아이씨에스,058110,2015/12,-0.74,-432529,583237,,,
(주)멕아이씨에스,058110,2016/12,-2.4,-1001339,416947,-3.55,-1478944,416947
(주)멕아이씨에스,058110,2017/12,-0.87,-495734,572480,-1.78,-1023022,576326
(주)멕아이씨에스,058110,2018/12,-1.55,-1426092,920737,-1.94,-1826902,943205
(주)멕아이씨에스,058110,2019/12,0.31,386216,1243369,-0.16,-211336,1341795
(주)멕아이씨에스,058110,2020/12,242.28,30878260,127450,143.51,30346118,211457
(주)멜파스,096640,2010/12,1777,37624416,21173,,,
(주)멜파스,096640,2011/12,37.14,14576878,392470,,,
(주)멜파스,096640,2012/12,13.41,23839059,1777091,,,
(주)멜파스,096640,2013/12,0.88,3189652,3626206,,,
(주)멜파스,096640,2014/12,-6.56,-21457122,3270344,,,
(주)멜파스,096640,2015/12,-4.57,-12288191,2688786,,,
(주)멜파스,096640,2016/12,0.48,955882,1996494,,,
(주)멜파스,096640,2017/12,-16.5,-27695794,1678533,,,
(주)멜파스,096640,2018/12,-5.44,-12999628,2388542,,,
(주)멜파스,096640,2019/12,0.99,4013528,4071523,0.99,4013528,4071523
(주)멜파스,096640,2020/12,0.26,1204254,4624121,0.26,1189220,4624121
(주)모다,149940,2010/12,8.3,3438028,414319,,,
(주)모다,149940,2011/12,33.48,8359481,249690,,,
(주)모다,149940,2012/12,25.14,1108945,44118,,,
(주)모다,149940,2013/12,2592.75,917833,354,,,
(주)모다,149940,2014/12,-14.78,-6944578,470003,,,
(주)모다,149940,2015/12,-5.83,-3489461,598634,,,
(주)모다,149940,2016/12,0.91,2978634,3278621,1.41,4824321,3424747
(주)모다,149940,2017/12,-1.7,-21657754,12757688,-0.25,-4276367,17000113
(주)모다,149940,2018/12,-1.65,-12323840,7453763,-0.35,-8728655,24973286
(주)모다,149940,2019/12,-4.64,-6351248,1369124,-0.62,-3467691,5562519
(주)모다이노칩,080420,2010/12,13.31,7774544,584247,12.48,7292075,584247
(주)모다이노칩,080420,2011/12,21.61,18241410,844298,21.32,17999694,844298
(주)모다이노칩,080420,2012/12,17.43,18740999,1074913,17.35,18655066,1074913
(주)모다이노칩,080420,2013/12,67.41,21281872,315717,67.28,21241857,315717
(주)모다이노칩,080420,2014/12,304.4,20899556,68659,304.01,20872914,68659
(주)모다이노칩,080420,2015/12,126.3,11906373,94271,123.74,11664837,94271
(주)모다이노칩,080420,2016/12,5.07,22124685,4360011,4.93,24793328,5031512
(주)모다이노칩,080420,2017/12,4.84,40522725,8365805,5.33,50899099,9553955
(주)모다이노칩,080420,2018/12,3.52,27705396,7877348,4.63,43209856,9325624
(주)모다이노칩,080420,2019/12,1.83,23970194,13067198,1.94,30507778,15694221
(주)모다이노칩,080420,2020/12,1.39,17426386,12541634,1.89,25895028,13686967
(주)모두투어네트워크,080160,2010/12,999999999,17486604,0,607.06,18122019,29852
(주)모두투어네트워크,080160,2011/12,999999999,16024553,0,616.91,16747238,27147
(주)모두투어네트워크,080160,2012/12,999999999,21150682,0,371.5,21265192,57241
(주)모두투어네트워크,080160,2013/12,999999999,19705163,0,641.95,15792612,24601
